"Data Source","World Development Indicators",

"Last Updated Date","2019-07-10",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Costa Rica","CRI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7744.43468663009","7715.46901910238","8208.57686686491","8566.76894703055","8727.23457100697","8864.72188851843","8759.92554629255","9032.10637772079","9445.1738779957","9611.58918248961","9786.22377290454","9947.79632940829","10107.7517626226","10378.1280436856","10671.5917595286","10928.5848796273","11557.9895073086","12333.9562268402","12738.2612894688","12453.8619562105","12908.8321995121","13302.9282818466","13777.7571957158","13929.6083754765","14259.0465204072","14617.1486695105","15077.490098047","15430.3086304753","15684.5737406668",
"Caribbean small states","CSS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9111.01526913828","9233.08244015538","9432.13271287169","9645.44100214847","9828.05190214235","10019.1901754374","10275.8377723719","10525.6700358563","10755.5307768357","11120.3099407986","11467.4965893086","11644.0939030069","12022.9960336707","12739.3413634341","13208.9193692298","13615.5554560345","14523.1100924158","14926.047527419","15061.5896878788","14438.6161240794","14570.0236518236","14631.8845435316","14712.7685351107","14815.8855668178","14759.7290449872","14837.896224434","14391.2287441762","14318.6667938801","14461.8429430737",
"Cuba","CUB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29245.2646497426","30124.9464483849","30207.577492715","29676.3220161098","29229.5925080961","28686.378194683","28416.4503752534","28548.9196468522","28808.8134764856","28469.7630683513","28134.8817861789","27907.8660198663","27638.7601741548","27110.1876313613","26442.6820032039","26168.7666713497","25637.310424786","25110.9147722048","",
"Cayman Islands","CYM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82533.6748834743","80925.0343114118","78096.1093574143","75646.3396719525","74530.26061232","73932.5422128426","72620.1601497108","75206.8198220642","76373.3214103893","76467.8620235168","73992.3443339628","66820.1454211882","63457.0369867784","62861.1815828887","62468.5597104474","62239.5275010809","62929.8745282929","63794.3378777821","64881.3664710899","65995.8098546503","",
"Cyprus","CYP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22471.858092199","22059.5573031191","23499.5687855615","23099.4585992206","23961.5768439109","25523.7180126115","25433.7503083012","25738.0086962488","26978.0083482024","28011.1537174725","29368.0612158564","30201.5553871857","30968.9907342059","31397.4787562609","32537.4632321429","33628.6893248723","34631.2588517068","35630.0507839928","36013.6191905943","34353.1632353752","33913.2951547692","33192.336901327","31749.5615603048","29977.9136856447","29912.190030924","30673.3025195789","32002.2342212493","33047.5457880328","",
"Czech Republic","CZE","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20023.1359867147","17739.9967006919","17632.0996214391","17624.68477675","18130.891018021","19270.6993868643","20107.8534574349","20009.8318097638","19962.9612888893","20269.6986562541","21193.9017140583","21892.48252523","22297.2247461099","23107.2038753806","24233.5969865534","25781.2047057911","27473.6271233445","28844.0671946539","29373.1092319296","27803.5871622193","28352.9493964403","28797.4179611691","28527.1387345992","28379.7461179156","29119.6166119074","30605.4205211471","31295.2595242278","32570.7811793014","33414.4615140088",
"Germany","DEU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31287.0698103409","32646.5618381478","33022.5755518938","32492.5185329959","33175.7085774638","33653.1296358835","33830.3056593287","34405.5192090796","35081.304207874","35755.2993074406","36764.5629268974","37325.0525470646","37262.3512875562","36977.3460076486","37418.0924996579","37703.9329399406","39143.1662435764","40473.5274498896","40989.4431148599","38784.4524824906","40428.7210307617","42692.5197566424","42822.0994035797","42914.4761126655","43666.765146204","44043.1779351549","44668.6962980606","45462.0283308103","45959.3618959186",
"Djibouti","DJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2744.26865451208","","","","","","","",
"Dominica","DMA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6658.25640084875","6752.22284874789","6872.68989923284","6992.83706563032","6974.34022232579","7180.11583009253","7419.95967643683","7618.30075899487","7952.43772774329","8020.64894620731","8230.09497896514","8223.62751511836","7970.85255317281","8445.46714278643","8668.24174529963","8699.539463977","9088.22153880933","9655.15243506459","10337.9980486503","10213.6076568357","10278.3816902457","10249.8955535919","10134.3689817811","10065.5494555174","10497.1168382007","10215.3044186967","10454.7275730338","9438.36250495077","9466.52088606936",
"Denmark","DNK","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33785.6501434745","34167.7192804575","34721.3817813856","34609.5830852322","36332.217340493","37237.7232792657","38101.4055156612","39180.6865580516","39904.5956145279","40945.2792350717","42337.7143693512","42533.5392582329","42595.5872217462","42645.5831253435","43670.4452995124","44567.9313092661","46159.9137391637","46373.5166625592","45865.7959577936","43382.6254590015","43998.4366716285","44403.3941459257","44336.8124612297","44564.4521554649","45057.0741699595","45787.9878732052","46522.2773082741","47269.6913018337","47672.956641161",
"Dominican Republic","DOM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5515.56869069525","5462.79448858332","5962.64859842063","6284.59868303096","6332.84796330351","6576.88195650141","6853.01909070332","7340.42052836093","7709.30507610947","8041.10343971633","8288.75930039353","8366.91142621868","8616.37748471562","8380.03966187037","8476.5333052345","9150.49868620112","9858.4091968239","10453.2354480745","10652.7462560792","10620.2944384367","11365.4939987589","11580.568776398","11754.2730554339","12183.3965554153","12962.8465130076","13717.3584553551","14461.1366716752","14953.4364888818","15821.2017735622",
"Algeria","DZA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10297.8423493529","9927.00326553771","9870.94224102592","9451.32909051646","9174.29992681542","9342.77772080384","9556.80652267157","9507.11753175466","9843.13246677998","10015.2609620308","10257.5220553035","10428.611958237","10874.0475576786","11509.3917196513","11847.3197473935","12374.0469451862","12398.7373729015","12619.6261018495","12707.8313536631","12694.7455624297","12920.751516087","13046.3699622677","13226.025384786","13322.569482877","13549.0251499","13774.299411888","13939.9405225922","13876.2946416222","13886.1336580492",
"East Asia & Pacific (excluding high income)","EAP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2222.39701707647","2357.87120756576","2564.09387974581","2794.12763799438","3041.3958286647","3290.75303677812","3536.4813459331","3729.32705405094","3719.13550622437","3895.48382363351","4140.88367830455","4368.69839443445","4662.09568781267","5017.04876129494","5411.95037873785","5875.8315046033","6439.35838975134","7144.63633222554","7675.78112385619","8185.54665803882","8907.4769958553","9574.18468907046","10212.5027042663","10858.1631965073","11496.0340501032","12147.9532725447","12819.5307488513","13543.5773618105","14300.8772657304",
"Early-demographic dividend","EAR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4449.11228596082","4558.95085379144","4651.72475065003","4707.3800375416","4766.59251588973","4833.85818480003","5012.20245002519","5131.49497691264","5132.6375173584","5162.90921581449","5298.14557858475","5290.77192733475","5319.22293192399","5519.26325991117","5786.73406665831","6048.24187027958","6322.6528570579","6602.34755711587","6733.95878881451","6757.92991844853","7083.88081972005","7311.73633196292","7519.09211996624","7748.80729746692","7992.5883886436","8277.54581203502","8608.05367391748","8922.22104180839","9220.46803141412",
"East Asia & Pacific","EAS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4961.75540518897","5160.77592476266","5368.24086055158","5584.93962124223","5860.23156969447","6170.24495682801","6482.6075040388","6704.54034497544","6629.98256075479","6839.36690169598","7172.8421251386","7380.14417536337","7691.34045856569","8062.75904969064","8521.4317507909","9016.61922114136","9606.9687847785","10341.8069225669","10804.6144974079","11121.5875022655","11952.6318835595","12597.2729126996","13229.2749172282","13883.1612791672","14503.0419908223","15126.2934532821","15768.6765184227","16500.7161219372","17236.3436933038",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13752.6176235119","12935.1682998577","11457.0134750616","10701.5712383286","9511.41724382799","9311.29566256898","9247.91467059749","9458.15414456097","9277.47570339402","9503.55902110993","10267.359317696","10610.0435224107","11194.4250650531","11943.8145580749","12930.7676547464","13833.3306494906","14967.9787554794","16124.1230856522","16830.5785565527","15761.6664551423","16450.6364113154","17293.59704359","17817.1285217535","18370.0278573667","18621.5240672271","18580.8103868026","18771.1875075729","19363.8412342102","19807.5929808432",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20594.6146584798","20355.933355826","19790.8787084034","19385.425148264","19221.4560127942","19501.887911679","19760.4857578373","20310.3973583103","20693.0807504367","21263.693764512","22240.6200905354","22757.5828139776","23220.7481068087","23742.8717258081","24603.2009666315","25354.592740004","26448.1219077646","27518.0251970853","27862.3323312854","26457.8750129529","27109.0524235125","27806.6208967157","27903.6651565913","28124.2747001937","28513.1852343677","28877.4093845665","29287.1830974571","30003.8085852949","30580.2379127462",
"Ecuador","ECU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7462.64541597982","7603.38558540024","7587.61042250037","7564.15537859652","7712.78729129386","7716.33065917559","7683.63100057191","7849.6412637688","7941.91889701133","7417.35779463855","7357.01513726519","7514.06053544866","7685.73525057717","7761.42524943925","8258.67584521659","8551.35030959605","8779.61193097724","8823.05187102524","9229.53430421072","9131.86843047269","9304.72808586679","9883.58002854238","10285.8667382719","10634.2778933041","10868.1194141035","10704.2732626449","10394.0607595063","10453.7098956813","10412.1992692172",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5897.86889758915","5830.25377634381","5962.05569479849","6010.63949696725","6125.15600959817","6282.19251872806","6464.14247806121","6683.54966283873","6916.77308555825","7192.56779139259","7504.4625312745","7623.44564308409","7660.17484875027","7759.23637776372","7930.18378632738","8136.54463130839","8540.71876979869","8987.25309570762","9460.62610462765","9719.85415855944","10019.3097059847","9982.84570166468","9981.55196131653","9970.97576566922","10032.4820518735","10242.534355286","10460.9064179981","10672.8002220182","11013.7354927259",
"Euro area","EMU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28133.0158486855","28744.5109597374","29005.8980179658","28694.8533302016","29318.4640314411","29973.4105043324","30418.9625324555","31181.99025654","32046.6884296378","32907.7210582551","34068.2507007615","34687.8281078489","34888.9215834493","34970.7915924501","35596.5587842489","36033.6489082192","37046.6779163448","38008.1013181466","38005.7264966192","36150.5872530433","36800.1586518968","37459.0099603365","37036.9405958082","36809.5840132969","37198.6319911057","37864.5918805077","38479.2338292521","39349.1750086008","40027.8948092256",
"Eritrea","ERI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1534.69223789574","1755.93611462551","2147.94848400772","2223.58601505452","2438.04521658055","2632.40256837544","2665.40061754343","2628.85708744807","2485.15631856786","2609.06763402581","2572.29819026782","2388.54668026041","2317.34987942453","2287.15097564887","2193.92950634076","2167.06423625411","1912.77488402073","1950.53333913758","1961.57171367473","2102.95405980347","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23758.7280977593","24301.6921936592","24407.675543355","24030.9776596201","24486.8229291387","25051.2336818993","25614.3894951727","26448.3786561369","27473.3069596232","28589.3085949046","29967.1314474464","30950.5732327814","31395.2760183926","31815.4213391699","32261.4444925784","32901.9877322306","33700.8521141386","34329.6470032958","34163.9463911854","32652.5121822546","32507.0939660629","32068.2709273108","31109.1874649142","30678.9172969914","31195.4052422035","32357.4740440962","33356.2233860542","34269.1162384896","35055.6630250429",
"Estonia","EST","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10626.0600121593","10677.4575252246","11361.8462429184","12144.5950918986","13733.2848117095","14436.7289529188","14270.9983363474","15703.0274678557","16803.5186789525","17937.8319791363","19389.4423083658","20733.538079237","22807.1827469547","25298.646049925","27383.4695578858","25968.9728072711","22187.9264018728","22740.9720038708","24543.0674715452","25691.9996357991","26282.9088374806","27113.1201129961","27610.2419529994","28565.2729101724","29916.356908192","30990.514554788",
"Ethiopia","ETH","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","654.657557216511","586.828464550396","517.034401915647","564.439976117867","562.54433576925","577.476830935287","628.995995439324","629.321822673163","589.963532784046","602.721798649207","621.159817123854","653.629770969739","644.774817436535","613.107973860606","676.917429577307","736.033196119248","793.508127819313","860.458550591309","927.514296463821","981.718208224141","1074.59461303402","1161.58143397688","1226.82261687126","1318.83264888247","1413.96251778798","1518.47487145011","1617.32266870747","1724.48254124976","1794.29080577691",
"European Union","EUU","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24868.0358347072","25048.7400695725","25200.1326723199","25095.8463629325","25748.8455915161","26415.5565713101","26918.378493935","27654.9812624899","28441.0465106328","29219.4327513918","30298.5768199389","30949.1249317537","31328.5234575897","31653.7039938588","32394.2917486613","32992.3513173938","34029.501238488","35017.2437379853","35149.8216720321","33543.499642482","34135.1824467757","34760.8110011083","34551.5166847301","34547.9025580481","35075.1429278579","35815.5882357363","36462.8990720932","37351.8073697409","38076.0251168088",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850.84618149599","2173.61850007475","2265.42051781337","2363.54873003686","2374.85020770942","2398.01505187369","2509.99610422993","2660.83215944006","2938.86372674038","3098.10416867439","3096.30207026585","3115.04559868593","3021.21819775955","2783.49358000617","3132.60672304276","3266.6850333374","3419.49285916031","3522.34285700801","3638.94418824279","3723.42321927785","3879.93105748036","3596.13834089535","3947.52454842763","4020.53922612952","3974.38509094162","3964.13435904884","4090.40125746054","4119.19759865701","4129.49097339299",
"Finland","FIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28905.5703241723","27047.8399017226","26002.0799527475","25686.5100224016","26583.533331846","27596.4128931831","28512.4344000172","30205.0204371741","31760.2768039513","33094.8384299002","34887.1787990067","35706.1533300355","36218.2401573648","36852.4439237464","38188.2510919027","39115.7647931549","40546.0807261049","42467.2609961997","42574.6411365042","38867.7994464569","39848.1344978775","40683.5275821703","39912.9413580065","39428.3120606313","39017.5372069548","39083.9347589518","40052.0286231029","41018.0502011471","41898.615871537",
"Fiji","FJI","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5891.73481439941","5679.43162617164","5952.47887700925","5994.76661145984","6212.88956730193","6287.59738646127","6514.12332504896","6303.70789575075","6326.43290112427","6830.69237411608","6675.63310495267","6784.72591844772","6990.39729674363","7053.2155644064","7410.83539824562","7428.70414810236","7509.05151598259","7371.09681336979","7366.43296218994","7193.90383793292","7353.21705896177","7520.37365528929","7612.22768101595","7967.64290523154","8405.90515090403","8775.92092543117","8969.12117050288","9379.29779405208","9781.11262607732",
"France","FRA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29464.0685372014","29608.3709633492","29932.7019781399","29615.9232402748","30201.7381800056","30726.7955067563","31050.8228503298","31664.0521483768","32679.6882454744","33624.3541976046","34705.1410457103","35136.9396690968","35278.4396085697","35317.6246897021","36050.6010914167","36374.9710210524","37006.9948676667","37670.5278381019","37556.0958767363","36289.8030255818","36814.9211418022","37440.6386298685","37376.5354325521","37398.9261198335","37575.8118178524","37835.8070767413","38097.8770379454","38955.8339662767","39555.5446628918",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2721.90453952429","2850.97533682167","2888.64708982371","3047.86748288538","2971.1045800075","3137.22545031414","3017.38463313587","2830.20362860634","2921.18108996008","2973.33604651506","3119.98668857311","3181.28194200488","3204.64236393129","3270.97366588455","3176.76922309755","3257.25966588631","3276.40280169345","3240.61574977716","3196.32131641676","3251.7863199643","3320.24779501444","3413.50038953027","3311.78338429199","3141.31404356619","3030.10455114275","3137.22603293198","3121.35040404389","3185.28068520227","3196.01025115809",
"Gabon","GAB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19556.6658397948","20192.8495123606","19045.8427147924","19274.5961944987","19470.689011716","19917.4649358817","20120.0626347179","20745.5645043115","20940.0810229207","18608.5131021788","17822.4922378501","17774.11595021","17312.6973156444","17277.4763907321","16961.7336736011","16955.3457342617","16023.1397552377","16496.4873678855","15467.8971214347","14990.6391350679","15507.7275528356","16011.1245045144","16225.3875240525","16504.613134815","16606.9190226429","16685.2323042237","16523.5857795859","16144.9352967905","15922.1932591456",
"United Kingdom","GBR","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26674.7669507153","26303.1048141532","26329.3968841275","26929.9280745229","27907.697857577","28517.3748628811","29166.0072056039","30339.8836479713","31262.3904492991","32159.6954685843","33151.6556155009","33962.4172394701","34664.3269378473","35655.5130759791","36285.597578507","37172.025435583","37840.0303864897","38502.2742264755","38068.296422573","36177.0293344155","36508.7801742556","36820.321718188","37094.3126260054","37600.7788059373","38418.5661216615","39009.7147335074","39425.1958826979","39862.3455248145","40157.9822285448",
"Georgia","GEO","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7984.40021984896","6255.53043851688","3420.20457244877","2399.57142363299","2183.37021398829","2325.91734972461","2682.01988831753","3060.75928185705","3234.84821822438","3396.8360351214","3527.21002564036","3754.50025704068","3995.70676567452","4467.65225194067","4755.8906418095","5245.1768661547","5771.98024917422","6532.02026961474","6710.35639053596","6523.07432830012","6981.47589791816","7545.93946556889","8084.49566749305","8383.49305501964","8766.99593876866","9005.33867753628","9256.1465770659","9702.16827734726","10151.6973976951",
"Ghana","GHA","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900.75837543703","1944.03078080124","1961.91310747865","1999.15648952503","2008.40457661509","2035.4014874604","2074.40501692508","2107.56723379487","2152.75851155531","2193.09750812502","2219.2115110036","2252.13219193451","2296.58317627459","2357.33316009876","2428.25517987356","2507.59346029322","2600.78676181235","2644.71688200248","2813.21455613374","2875.41612139918","3026.35523319406","3368.80083733842","3595.64118399197","3769.93967257339","3791.28025073491","3786.96096761707","3830.49766347569","4051.46189149964","4211.8457839409",
"Gibraltar","GIB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1342.77962069805","1339.35966679894","1345.87203914449","1376.63271250796","1394.1050907003","1420.52458852265","1445.30128173575","1480.8488160374","1496.01551583073","1515.64566517652","1518.52000458417","1541.09344419394","1588.78622480542","1577.92945183394","1583.6188317413","1598.16773355593","1582.6558689268","1653.27807639768","1682.66387174317","1626.17443521892","1666.48532900342","1721.45135851714","1783.67232626035","1812.87727050401","1836.56107252398","1859.74172387616","2007.3376475008","2213.46358493266","2337.95152417695",
"Gambia, The","GMB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1445.26369329793","1434.50530976374","1432.74243740481","1429.44924859648","1388.02076109813","1357.62566246577","1345.47140809748","1368.56465262672","1373.44964157493","1416.71577989566","1448.61768608087","1484.89056950709","1391.42603532296","1440.18482047273","1493.70860246683","1434.38909953861","1407.03353839466","1415.08421064079","1452.44686291152","1500.82039995936","1551.58893699578","1440.79435802955","1476.05982436262","1500.51121844347","1442.09738909656","1481.47620017438","1443.68768040397","1465.33555117782","1516.68998449738",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1633.61298890675","1678.61178844484","1659.1083079565","1656.49162077177","1672.7506300764","1710.25234331824","1870.87713197738","1954.34666436526","1378.56501326884","1365.77460258736","1410.92454107266","1411.48835559871","1367.1154709222","1343.97664750252","1349.34870868326","1374.02638879444","1372.43874455356","1383.12220024714","1392.51554488536","1403.55295495876","1430.97246260323","1506.69531157217","1442.14684466836","1450.00267686402","1425.77064393984","1474.23678697938","1526.80879978087","1576.74899401892","1596.35546022342",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1017.76413582286","975.558188841629","1272.15906032615","1365.58848226355","1538.47595715551","1743.20535684194","2796.3984590553","6721.72450099936","7991.57198386821","9640.70475511417","10937.6970387747","17149.0185031478","19655.3288982911","21475.8144936453","28384.4667288757","31697.8014713925","32618.6405999545","35901.4596958074","40368.0796343763","39060.9130342086","33990.1467708637","34622.1162657965","35887.8163024139","32959.1080995665","31743.4107479562","27708.638181831","24296.6035798435","22298.9421444051","20864.5819081271",
"Greece","GRC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20686.1367611483","21072.9332724706","21058.96205484","20600.4767595964","20907.5390114597","21247.0408971018","21759.0612321488","22622.9137945759","23374.1527731618","24000.1358885311","24839.0759062479","25731.2092719044","26642.768959863","28119.4073558205","29469.5266005245","29559.2813870956","31136.4469589464","32073.9603960134","31881.7123475428","30430.419418438","28726.0792836873","26141.3195918975","24364.2690631745","23746.0845699961","24081.6305378246","24134.6844088562","24188.9949355739","24601.6732265416","25140.7031489628",
"Grenada","GRD","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7238.02993914526","7328.50232211277","7213.40504305968","6995.43264447028","7033.5656174007","7116.30063667253","7379.67279696368","7706.61276316725","8574.08394864814","9128.77929564067","9537.6517331476","9306.96884004173","9591.11564143387","10461.3655699012","10359.5680222157","11699.394395887","11203.1594841833","11860.1318400111","11942.312432596","11117.4280419486","11014.3611281132","11040.109484721","10846.5641460902","11027.3073337689","11757.5960905696","12435.5641894715","12822.6574530648","13396.9028472157","13970.4872949384",
"Greenland","GRL","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5100.77348830157","5165.01479216188","5289.26970712197","5369.69386486444","5458.0051936291","5598.11377947357","5634.74960314941","5750.50724674375","5904.32757275279","5994.86418608525","6070.71327088601","6069.47085479552","6157.55900234767","6166.1055141922","6213.12290865676","6269.14857387531","6457.98740183311","6713.11884715763","6781.85727530212","6669.98655550288","6714.04888748557","6844.54052794213","6899.21478832323","7005.21118111449","7147.56307701223","7292.71094830382","7368.33908732728","7423.17062215796","7508.86160811347",
"Guam","GUM","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2875.30959303622","3044.71996262113","3262.83391982108","3503.63615096116","3778.77048743486","3956.41126550767","4273.94884139757","4555.02112791599","4503.44414076481","4662.13626897176","4616.77651543494","4731.57875396328","4787.84906007323","4755.31884613111","4825.81426622256","4728.96327106503","4970.34159685917","5318.30822487211","5420.94151994927","5606.73767370442","5825.38458368878","6106.96737115033","6400.49913479322","6686.16460900106","6906.12991476498","7086.91276734193","7284.58199488894","7399.13609612809","7616.69405964665",
"High income","HIC","GDP per capita, PPP (constant 2011 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28969.0144019642","29219.193768749","29700.9137134514","29880.5371632461","30648.9044650852","31289.4066926665","32031.733151102","32936.9984686711","33633.1467035646","34539.7234632987","35766.1948617807","36064.5974130231","36405.4493952977","37034.2464023639","38085.0092690138","38951.5453013536","39927.4103753994","40729.9015887216","40641.3868038672","39064.3215455519","40013.1473307546","40683.4061372781","41024.0257566959","41399.2949393331","42039.5248669329","42797.4356749724","43297.066994624","44041.7959580963","44827.8480969069",
